"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30089","Создание нового сотрудника","tests.api","2026-07-20","failed","2026-07-20","TestEmployeeAPI","test_employee_api","",""
